1.970803101945798552e+00,-4.797381989075186759e+00,1.010092588089167265e+01,-1.648702477946862033e-01,1.091806265714479629e+01,-3.979138755429785790e-01,8.221815978923839197e+00,8.445288353255653746e+00,8.937681783592649865e+00,9.617047863211112713e+00,-1.083277488010692569e+00,2.752891435528612707e-01,1.165689008624376299e+01,8.308936752437082518e+00,7.738461815606593852e+00,7.993596482038620721e+00
-1.869636602197458197e+00,4.199224911611595168e+00,-1.689664760075352268e+00,4.326367821647825185e-01,-3.019348586684567959e+00,-6.415207319591315072e-01,-3.610417951823099436e+00,9.258900061625194411e+00,-3.583559731098689749e+00,-4.652037125220476743e-01,6.653967766249808236e+00,-1.402525547391513472e+00,-2.474594286523351006e+00,8.964595605818233892e+00,7.761897411248111389e+00,7.773462862759997094e+00
5.462847142605765427e+00,1.078395491573116693e+01,-2.681153393620561154e+00,-1.224134045420596895e+00,-4.267199255673341241e-01,-2.111652000594721468e+00,-2.608496735025138236e+00,-1.442025019182404888e+00,-2.104326928431603516e+00,8.047448595085647582e+00,-1.793948918603271325e+00,-1.347688328673927849e+00,-9.515550197730471282e-01,-1.891777704557152662e+00,6.397297912397990061e+00,6.520603840246060656e+00
-9.644592617843609217e-01,-1.598991605181829589e+00,8.634589523582510140e-02,-1.234383345062121107e+00,-2.058297734029928827e-01,-2.805134157816074225e+00,-1.072874581845773223e+00,-9.608212802105590145e-01,-8.585611975293460096e-01,-2.590720240567599308e+00,-1.163291967415625017e+00,-1.194913321020676378e+00,2.365760875545352415e-01,-1.197018616877489894e+00,-4.009074663291215757e+00,-4.319204239768715148e+00
-8.642754012422099175e-01,-1.620219685263315279e+00,4.653126594297805202e-02,-1.355660889195126728e+00,-2.775979039359809386e-01,-2.659090145626497925e+00,-1.014343548195090650e+00,-8.894939619090064253e-01,-8.799268260954421494e-01,-2.509785027103089483e+00,-1.064717548893036048e+00,-1.263471048517447626e+00,1.484511915458756603e-01,-1.290006971095788435e+00,-3.972487228621187416e+00,-4.322536919235307806e+00
-7.958630789635979141e+00,-8.038365410883947959e+00,-5.914864959037806180e+00,-7.430010479016837088e+00,-6.831122417044142026e+00,-6.292492442319009172e+00,-6.650947555439309156e+00,-6.063165066202543585e+00,-5.846985917077809347e+00,-5.673168441623791303e+00,-7.590243116443218696e+00,-8.310023519482815146e+00,-4.629784167133661477e+00,-6.285216723398940886e+00,-7.498210371632538340e+00,-7.476564011244378527e+00
1.071289252454052310e+01,4.564003286446777885e+00,-1.700703318408419262e+00,-1.403574507315107356e+00,-6.542507515254762929e-01,-2.929419280131044800e+00,1.233419988734076565e-02,-7.386842261952846211e-01,-1.721180425455423268e+00,-3.487717247845724788e+00,-6.459070062770696508e-01,-1.510971580601614184e+00,-9.677270296747555456e-01,-6.546714684707348464e-02,2.368143056828811766e+00,2.920468449627974472e+00
-4.137760381953972555e+00,4.644685745467523219e+00,6.239960397384856527e+00,1.260084509754471327e+01,-1.320205134061535723e+00,1.072772618447721449e+01,1.237888965589950274e+01,-3.188597180239985285e+00,-1.592151354700910515e+00,8.282065080585418571e+00,1.244770359316182784e+01,1.327570024415733840e+01,-1.720441822100117202e+00,-2.632625633207665405e+00,-6.071236570718991032e+00,-5.890138874542435232e+00
-8.192857740626409147e-01,-1.632492241592986115e+00,5.124107852163502924e-02,-1.293215214039178163e+00,-3.125580315866311465e-01,-2.675846491950351513e+00,-1.044756628229311035e+00,-9.343632135011243900e-01,-9.192065092849892594e-01,-2.504924742024626116e+00,-1.025256516046072042e+00,-1.204310630825238482e+00,1.614704699935676224e-01,-1.171630990483685242e+00,-3.971179923447719418e+00,-4.287534489219672729e+00
-1.714886094923203208e+00,-3.006448307517708862e+00,-2.428686611192173661e+00,-1.236337596587997689e+00,1.901593929380429593e-01,1.020084542491105672e+01,-1.655740000247292842e+00,-2.333043862341553254e+00,8.639893931183596720e+00,-4.426354134185051414e+00,-2.740744363640995829e+00,-8.666870706426791360e-01,-2.664696581786399676e+00,-1.916307229737731488e+00,5.744003683378283043e+00,6.015081751437151070e+00
